"","Q006","TP_ESCOLA","TP_SEXO","TP_ESTADO_CIVIL","TP_COR_RACA","NU_IDADE","TP_ST_CONCLUSAO","Q025","Q001","Q002","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","NOTA_MEDIA","NOTA_MEDIA_GROUPPED"
"95329","B",1,"F",1,1,28,1,"B","E","C",521.9,494.4,518.1,399.8,440,474.84,9
"95362","K",2,"M",1,1,18,2,"B","F","G",557.3,552.6,608.4,676.3,720,622.92,12
"95366","C",1,"M",2,0,44,1,"B","E","B",471.4,419.8,407.5,370.1,360,405.76,8
"95374","C",1,"F",0,3,20,1,"B","E","E",514.1,390.2,490,490,620,500.86,10
"95381","N",1,"M",1,1,18,1,"B","F","G",627.5,657.5,641.9,832.9,700,691.96,13
"95387","C",1,"M",3,1,33,1,"B","E","F",434.4,544.6,558.3,597,580,542.86,10
"95397","P",1,"M",1,3,17,3,"B","D","G",485.2,617.2,580.9,640.6,640,592.78,11
"95429","F",1,"M",1,1,18,1,"B","E","E",534.6,494.7,558.5,656.3,600,568.82,11
"95439","E",1,"M",1,2,18,3,"B","B","C",423.9,451.9,401.1,400.5,240,383.48,7
"95447","O",1,"M",1,1,16,3,"B","F","F",592.5,645.9,596.9,462.5,680,595.56,11
"95462","C",1,"F",1,0,22,1,"B","C","F",536,626.5,660,507.6,640,594.02,11
"95467","D",1,"F",1,1,29,1,"B","C","B",532.3,595.7,588.9,472.6,580,553.9,11
"95471","B",2,"F",1,3,18,2,"A","D","D",494.9,403.7,499.8,452.1,500,470.1,9
"95474","E",1,"F",2,3,40,1,"B","E","B",509.2,553.8,576.3,475.7,680,559,11
"95497","A",1,"F",1,1,16,3,"B","D","E",515.3,536.1,549.7,452.1,440,498.64,9
"95511","A",1,"M",1,1,18,1,"B","F","F",593.6,612.6,569.7,737,560,614.58,12
"95516","G",1,"F",1,1,19,1,"B","G","E",474.9,557.9,560.1,488.2,680,552.22,11
"95523","E",1,"F",1,1,27,1,"B","E","E",419.7,579.9,562.1,480,700,548.34,10
"95543","N",3,"F",1,1,17,2,"B","G","G",607.7,606.7,598.7,727.6,900,688.14,13
"95560","B",2,"F",1,3,34,2,"A","H","B",463.4,522.8,584.7,524.5,600,539.08,10
"95566","H",1,"F",1,2,16,3,"B","G","G",401.3,447,550,539.9,520,491.64,9
"95567","C",1,"F",1,3,34,1,"B","B","E",467.4,489.8,535.7,474.9,760,545.56,10
"95579","Q",1,"M",1,1,16,3,"B","G","G",574.1,653.5,587.2,651,540,601.16,12
"95582","G",1,"M",2,1,48,1,"B","H","B",436.1,437.3,373.2,581.8,580,481.68,9
"95592","J",1,"M",1,1,30,1,"B","F","E",629.7,616,616.8,735.6,320,583.62,11
"95606","G",1,"F",1,2,24,1,"B","H","B",499.8,548.1,545.5,465.3,680,547.74,10
"95626","O",1,"F",1,1,15,3,"B","G","F",514.6,562.3,599.5,522.1,720,583.7,11
"95627","H",3,"M",1,1,17,2,"B","H","F",620.4,641.3,560.8,801.7,660,656.84,13
"95634","L",1,"F",2,1,44,1,"B","E","B",505.5,404.9,512.4,433.2,620,495.2,9
"95638","J",1,"M",1,1,18,1,"B","E","D",422,519.8,581.3,497.1,580,520.04,10
"95651","D",1,"F",1,1,22,1,"B","H","E",440.7,524.8,565.3,572.6,800,580.68,11
"95667","N",2,"M",2,1,19,2,"B","E","D",525.3,510.3,517.6,573.7,640,553.38,11
"95680","C",1,"F",3,1,36,1,"A","G","D",514.1,551,555.7,633.4,540,558.84,11
"95704","H",1,"M",1,1,17,3,"B","F","G",408.3,543.3,555.9,622.8,540,534.06,10
"95706","C",1,"M",1,3,58,1,"B","B","B",457,595.5,558,472.6,680,552.62,11
"95708","D",3,"M",1,1,18,2,"B","D","D",410.2,475.3,501.5,363.6,380,426.12,8
"95723","N",1,"F",1,3,20,1,"B","F","G",408.3,653.3,611.8,649.2,780,620.52,12
"95742","Q",1,"M",1,1,15,3,"B","F","F",489.3,447.3,527.3,600.6,600,532.9,10
"95745","F",1,"M",1,1,22,1,"B","E","F",493.4,568.8,603.6,559.3,480,541.02,10
"95766","M",1,"F",1,1,16,3,"B","E","F",515.4,558.4,598.3,672.1,640,596.84,11
"95781","C",1,"F",1,3,22,1,"B","B","E",461.7,539.9,549.9,520.8,600,534.46,10
"95797","N",1,"M",1,1,16,3,"B","E","F",487.1,598.7,562.1,701.9,620,593.96,11
"95813","E",1,"F",0,1,32,1,"B","C","C",552.3,638.2,615.1,530.1,660,599.14,11
"95831","G",2,"M",1,1,17,2,"B","F","E",549.6,499.5,538.2,669.6,540,559.38,11
"95840","O",1,"F",1,1,17,3,"B","G","G",362.5,584.5,623.5,467.8,720,551.66,11
"95842","C",1,"M",1,1,20,1,"A","C","C",484.6,556.9,526.2,444.1,540,510.36,10
"95852","B",1,"F",1,3,27,1,"B","E","D",463,493.1,548.6,467.2,520,498.38,9
"95879","P",1,"F",1,1,16,3,"B","G","G",535.4,595.4,589.7,564.1,580,572.92,11
"95889","G",1,"F",1,1,17,3,"B","E","D",369.7,466.6,448,432.9,0,343.44,6
"95894","C",1,"F",1,1,26,1,"B","B","B",395.8,488,472.5,407.7,560,464.8,9
"95897","D",1,"M",1,3,29,1,"B","D","E",498.2,567.7,518.4,556.6,500,528.18,10
"95898","F",1,"F",1,1,17,3,"B","B","F",448.6,539.2,570.2,448.3,580,517.26,10
"95909","G",1,"M",1,1,18,3,"B","F","G",559.7,611.8,583.1,814.8,580,629.88,12
"95917","H",1,"M",0,1,17,3,"B","B","E",497.9,565.4,600.1,486.5,460,521.98,10
"95944","P",1,"M",1,1,16,3,"B","G","G",623.3,606.7,587,739.5,620,635.3,12
"95946","H",1,"F",1,1,22,1,"B","E","E",630.2,649.5,640.5,770.5,720,682.14,13
"95971","M",1,"M",2,1,49,1,"B","B","D",574.5,636.7,624.2,658.5,640,626.78,12
"95978","G",1,"F",1,3,22,1,"B","B","C",529.5,536.5,530.6,652.8,620,573.88,11
"96006","F",2,"F",1,1,17,2,"B","E","D",572,604.6,571.4,637.4,620,601.08,12
"96017","K",1,"F",1,1,22,1,"B","F","G",585.5,600,614.7,689.6,780,653.96,13
"96028","B",1,"F",1,1,25,1,"B","E","D",403.8,487.2,488,397.6,560,467.32,9
"96030","Q",1,"M",1,1,16,3,"B","G","G",614,582.7,549.4,711.5,740,639.52,12
"96035","E",1,"F",1,4,22,1,"B","C","B",483.3,481.2,527.9,466.2,560,503.72,10
"96039","L",1,"M",2,3,51,1,"B","B","B",480.6,548.2,575.6,593.7,620,563.62,11
"96067","K",1,"F",1,1,17,3,"B","F","E",421.3,491.2,479.7,475.2,540,481.48,9
"96072","E",2,"M",1,1,17,2,"B","E","D",551,549.5,553.7,666.9,640,592.22,11
"96081","Q",1,"M",1,1,18,1,"B","G","F",568.9,595.4,592.1,725.4,700,636.36,12
"96121","C",2,"M",1,1,21,2,"B","C","E",475.2,519.3,536.3,496.5,480,501.46,10
"96123","I",1,"M",3,1,15,4,"B","F","F",563.9,530.5,562,746.9,840,648.66,12
"96126","D",1,"M",1,1,30,1,"B","H","F",403,581.3,602.3,497.1,640,544.74,10
"96158","C",1,"M",1,2,22,1,"A","H","D",544.5,583.2,560.5,560.1,520,553.66,11
"96161","F",1,"M",1,1,19,1,"B","F","F",611.7,699.7,628.6,684.1,0,524.82,10
"96164","N",1,"F",1,1,16,3,"B","F","E",548.6,629.3,577.5,498.4,860,622.76,12
"96173","C",1,"F",1,3,33,1,"B","A","B",496.9,441.7,514,419.3,600,494.38,9
"96176","M",1,"F",1,1,21,1,"B","E","G",441.2,453.5,492.6,421.8,0,361.82,7
"96189","E",1,"F",1,1,20,1,"B","D","F",496.6,517.9,532,533.9,480,512.08,10
"96190","P",1,"M",1,1,16,3,"B","G","F",561.7,580.1,556.6,624.5,600,584.58,11
"96207","C",1,"M",1,3,20,1,"B","E","F",426.9,501.4,508.4,375.2,580,478.38,9
"96221","P",1,"F",1,1,16,3,"B","G","G",572.6,524.6,577.9,769.1,640,616.84,12
"96226","B",1,"M",1,2,23,1,"B","D","E",416.2,551.2,561.9,521.2,740,558.1,11
"96231","E",2,"M",1,1,17,2,"B","E","E",566.9,543,629,590.6,620,589.9,11
"96235","D",1,"F",1,1,36,1,"B","C","C",486.7,538.1,534.9,513.1,540,522.56,10
"96238","G",1,"F",1,3,19,1,"B","E","G",550.1,603.6,625.8,584.8,520,576.86,11
"96255","I",1,"M",1,1,17,3,"B","E","G",572.3,679.3,612.8,624.9,840,665.86,13
"96280","E",1,"M",1,3,24,1,"B","E","G",504.9,525.1,482.9,592.4,600,541.06,10
"96297","M",1,"F",1,3,27,1,"B","G","E",648.9,693.5,622.5,694.1,600,651.8,13
"96302","L",3,"M",1,1,18,2,"B","F","E",393.4,576.7,475.7,455.1,560,492.18,9
"96303","B",1,"F",1,0,19,1,"B","B","B",422,596.7,601.7,543.2,620,556.72,11
"96308","E",1,"F",1,3,24,1,"B","B","C",487.1,571.3,565.9,565.7,600,558,11
"96324","D",1,"F",1,3,18,1,"B","E","F",609.3,621.6,579.2,614.2,820,648.86,12
"96325","D",1,"M",1,3,32,1,"B","C","B",570.5,507.8,471.3,491.5,320,472.22,9
"96326","C",1,"M",1,1,46,1,"B","C","E",576.4,603.6,579.7,669.3,580,601.8,12
"96329","B",2,"F",1,3,17,2,"B","E","D",553,538.1,571.2,374.9,440,495.44,9
"96341","P",1,"F",1,1,15,3,"B","G","F",586.9,566.1,590.2,654.3,580,595.5,11
"96345","G",2,"F",1,1,17,2,"B","E","E",399.9,467.8,476.2,437.5,460,448.28,8
"96359","H",1,"M",1,1,22,1,"B","E","F",548.2,609.3,569.6,763.1,640,626.04,12
"96377","G",3,"M",1,1,17,2,"B","G","G",401.7,532.7,548.3,650.7,640,554.68,11
"96385","I",3,"F",1,1,18,2,"B","F","F",579.6,636.7,595.5,716.6,700,645.68,12
"96417","Q",1,"F",1,1,27,1,"B","E","F",385.3,558.3,578.9,656.5,640,563.8,11
"96420","C",1,"M",0,1,23,1,"B","D","D",508.7,487.6,542.3,623,440,520.32,10
"96437","C",2,"M",1,1,19,2,"B","H","E",406.2,524.7,551.2,585.5,440,501.52,10
"96444","F",1,"F",1,1,30,1,"B","G","G",571.3,712.1,666.7,693.6,720,672.74,13
"96487","D",1,"F",1,1,19,1,"B","D","D",453.6,482.4,524.8,434.7,480,475.1,9
"96502","C",1,"M",1,0,20,1,"B","C","E",539.4,417.9,400.5,487.2,580,485,9
"96503","Q",1,"F",1,1,16,3,"B","F","F",650.7,618.7,625.9,757.8,680,666.62,13
"96515","L",1,"M",1,1,44,1,"B","G","E",645.9,654,610.2,716,560,637.22,12
"96528","N",1,"F",2,1,42,1,"B","E","C",572.8,580.9,558.7,639.9,540,578.46,11
"96531","G",1,"F",1,1,15,3,"B","F","E",579.1,593.4,601.3,632.9,540,589.34,11
"96566","C",1,"M",1,1,20,1,"B","E","D",425.9,439.5,529.9,555.1,380,466.08,9
"96567","G",1,"F",2,2,26,1,"B","D","C",505.9,563.6,565.5,517.4,640,558.48,11
"96589","K",1,"F",1,1,16,3,"B","G","F",593.9,632.8,588.2,757.9,720,658.56,13
"96614","L",1,"M",1,1,18,3,"B","F","F",434.7,469.1,421.8,502.3,460,457.58,9
"96630","E",1,"F",2,0,42,1,"B","H","E",558.8,592.8,619.6,659.5,640,614.14,12
"96642","C",1,"M",1,3,21,1,"B","B","A",364.7,374.4,455.2,435.7,280,382,7
"96648","H",1,"M",1,1,16,3,"B","E","F",499.9,619.2,590.7,509.4,540,551.84,11
"96650","C",1,"M",1,3,26,1,"B","B","B",464.2,554.1,554.7,420.4,580,514.68,10
"96678","H",1,"F",1,1,16,3,"B","F","F",442.6,498,409.2,460.6,460,454.08,9
"96704","C",1,"F",1,3,18,3,"A","B","C",456.3,509,488.3,442.8,420,463.28,9
"96705","E",1,"M",1,3,37,1,"B","B","E",508,600.5,548.7,521.7,560,547.78,10
"96706","C",2,"M",2,3,31,2,"B","C","B",448,438.4,496.8,543.5,460,477.34,9
"96724","I",1,"M",1,1,23,1,"B","E","F",563.3,629.4,645.5,359,740,587.44,11
"96730","B",1,"M",1,2,37,1,"B","D","C",518.2,519.6,512.7,650.2,880,616.14,12
"96762","D",1,"F",1,3,19,1,"B","B","E",403,396,504.3,505.2,300,421.7,8
"96767","P",1,"M",1,1,16,3,"B","F","E",549.3,649,601.4,685.7,800,657.08,13
"96769","E",1,"F",1,1,25,1,"B","E","E",529.1,580,607.1,585.9,600,580.42,11
"96789","E",1,"F",1,1,20,1,"B","C","C",618.6,578,566.7,527.8,700,598.22,11
"96794","E",1,"M",1,1,26,1,"B","D","C",530,567.8,539,445.7,360,488.5,9
"96799","L",1,"F",1,1,16,3,"B","E","G",588.6,590.7,578,640.7,880,655.6,13
"96803","C",1,"M",1,1,29,1,"B","B","B",396.1,446,455.3,388.5,340,405.18,8
"96813","B",1,"F",1,1,17,3,"B","F","F",577.3,518.5,599.5,505,560,552.06,11
"96816","N",1,"M",1,1,19,1,"B","E","E",579,640.9,629.6,748.7,720,663.64,13
"96828","G",1,"F",1,1,19,1,"B","F","E",568.5,581.7,600.3,564.7,920,647.04,12
"96837","G",1,"F",2,1,47,1,"B","H","B",521.3,386.5,516.4,448.1,480,470.46,9
"96936","H",1,"M",1,4,15,3,"B","F","G",592.9,507.6,580.1,655.9,580,583.3,11
"96952","Q",1,"M",1,3,35,1,"B","F","G",629.5,636.9,633.3,618.4,740,651.62,13
"97009","F",3,"M",1,1,18,2,"B","E","F",644.7,584.4,598.9,638.3,0,493.26,9
"97011","H",1,"F",1,1,21,1,"B","F","F",612.9,600.2,610.4,712,640,635.1,12
"97013","D",2,"M",1,1,17,2,"B","E","E",508.8,586.8,609.8,573.2,560,567.72,11
"97094","N",2,"F",1,1,20,2,"B","G","G",637.2,733.7,658.1,849.2,880,751.64,15
"97116","H",2,"F",1,1,19,2,"B","E","D",421.3,559.4,518.9,425.3,600,504.98,10
"97122","O",1,"F",1,1,21,1,"B","F","G",651.3,733.5,617,760.8,700,692.52,13
"97146","I",1,"F",2,2,51,1,"B","B","B",555.5,599.6,597.5,614.7,540,581.46,11
"97150","K",1,"M",1,1,32,1,"B","E","G",643.1,574.3,609.5,664.1,500,598.2,11
"97154","N",1,"F",1,1,16,3,"B","F","F",452,543.6,536,779.6,440,550.24,11
"97194","E",1,"F",1,2,20,1,"B","H","E",366.4,475.2,470.5,411.1,320,408.64,8
"97234","C",1,"F",1,3,20,1,"B","H","C",401.2,429,518,443.1,560,470.26,9
"97238","K",1,"M",1,2,23,1,"B","C","E",466.3,419.8,394.2,376.2,520,435.3,8
"97259","A",1,"F",1,1,24,1,"B","D","D",552,634.3,593.5,581.8,600,592.32,11
"97262","B",2,"F",3,1,41,2,"A","C","E",376.8,384.1,363.1,415.3,0,307.86,6
"97266","D",1,"M",1,3,23,1,"B","H","D",536.7,526.2,534.2,456.5,300,470.72,9
"97274","J",1,"F",1,2,26,1,"B","E","D",556.8,540.2,557.5,606.3,680,588.16,11
"97287","P",3,"F",1,1,18,2,"B","F","G",646.2,545.6,602.9,694.4,560,609.82,12
"97293","C",1,"F",1,3,42,1,"B","A","A",443.2,457.6,463.7,362.3,660,477.36,9
"97302","C",1,"M",1,1,21,1,"B","F","F",635.6,620,619.1,720.1,600,638.96,12
"97307","D",1,"M",1,1,28,1,"A","B","B",547.3,561,543.5,604.5,560,563.26,11
"97321","D",1,"F",3,1,66,1,"B","B","B",459,574.1,622.1,423,600,535.64,10
"97326","E",2,"M",1,1,17,2,"B","B","D",458.6,528.5,435.5,491.2,300,442.76,8
"97338","D",1,"F",1,1,29,1,"B","E","E",561.3,616.5,532.8,602.6,600,582.64,11
"97339","J",1,"F",1,2,31,1,"B","B","D",549.3,566.6,559,560.8,560,559.14,11
"97347","I",1,"M",1,1,17,3,"B","D","E",534,518.3,568.8,479.3,620,544.08,10
"97373","D",1,"F",1,3,28,1,"B","A","C",412,496.6,531.1,548.3,520,501.6,10
"97377","C",1,"F",1,3,17,3,"A","H","B",338.8,397.7,410.1,399.8,460,401.28,8
"97394","N",1,"M",1,1,23,1,"B","H","H",532.8,504.4,583.8,451.8,540,522.56,10
"97421","L",1,"F",1,1,19,1,"B","G","F",567.1,556.4,552.9,509.9,800,597.26,11
"97441","F",2,"M",1,1,19,2,"B","E","E",565.2,509.4,597.1,728.6,800,640.06,12
"97444","K",3,"F",1,1,17,2,"B","C","D",466,490.4,502.5,561.7,520,508.12,10
"97446","B",1,"F",1,3,22,1,"B","F","F",475.1,551.2,551.6,429.5,520,505.48,10
"97454","Q",2,"F",1,1,18,2,"B","G","E",514.4,535,551.9,535.3,400,507.32,10
"97465","K",1,"F",1,1,16,3,"B","F","G",451.8,501.7,552.1,565.9,540,522.3,10
"97470","H",1,"F",3,1,53,1,"B","B","B",402.3,470.1,439.2,483.5,480,455.02,9
"97477","C",1,"F",0,2,35,1,"B","C","C",428.3,515.8,509,415.9,640,501.8,10
"97480","C",1,"M",1,3,23,1,"B","E","E",543.7,550.7,569,627.3,840,626.14,12
"97520","D",1,"F",1,3,40,1,"B","H","C",428.8,371.7,475.5,452.9,660,477.78,9
"97523","L",1,"F",2,3,55,1,"B","C","C",445.6,566.7,558.3,485,320,475.12,9
"97534","I",2,"M",1,1,18,2,"B","H","E",482.4,545.8,551.4,522.3,520,524.38,10
"97567","C",1,"M",1,1,24,1,"B","B","B",527.3,574.9,520.7,606.7,500,545.92,10
"97570","O",1,"M",1,1,17,3,"B","E","G",512.4,484.8,571,541.2,480,517.88,10
"97620","K",2,"F",1,1,17,2,"B","G","E",522.7,497.3,567.8,494.4,580,532.44,10
"97623","H",1,"F",1,1,17,3,"B","F","F",518.6,512.9,552.7,499.4,480,512.72,10
"97624","G",1,"M",1,1,26,1,"B","E","E",496.3,577,606.6,662.4,620,592.46,11
"97631","P",1,"F",1,1,22,1,"B","G","F",628.6,695.4,635.9,746.8,680,677.34,13
"97647","N",1,"F",1,1,15,3,"B","G","F",592.9,594.3,580.2,486.3,680,586.74,11
"97648","C",1,"F",1,1,17,3,"B","H","D",461.9,506.3,500.5,483.2,340,458.38,9
"97662","I",3,"F",1,1,17,2,"B","G","D",439.9,542.7,506.6,535.9,520,509.02,10
"97689","G",3,"M",1,1,17,2,"B","F","F",592.7,619.5,625.1,748.4,600,637.14,12
"97725","N",3,"M",1,1,18,2,"B","F","G",565.1,574.6,593.7,705.4,620,611.76,12
"97736","G",1,"M",1,1,20,1,"B","E","E",536.5,499.6,498.2,606.6,580,544.18,10
"97755","P",1,"F",1,1,15,3,"B","E","G",527.3,585.5,539.1,638.5,580,574.08,11
"97758","C",1,"F",1,2,24,1,"B","A","A",463.3,472.5,455.3,513.9,240,429,8
"97781","G",1,"M",2,2,50,1,"B","B","B",511,570.9,555.5,599.6,460,539.4,10
"97850","G",1,"M",1,1,16,3,"B","E","E",464.9,547.4,550.8,767.5,0,466.12,9
"97851","H",1,"F",2,2,28,1,"B","E","C",565.6,610.5,622.4,603.3,520,584.36,11
"97869","C",1,"F",1,1,25,1,"B","E","G",424.5,495.4,534.3,399.7,560,482.78,9
"97871","H",1,"M",1,1,21,1,"B","G","G",551.2,644.8,575,626.4,600,599.48,11
"97880","Q",1,"F",1,1,17,3,"B","G","E",570.9,504.5,585.9,557.7,740,591.8,11
"97906","P",1,"M",1,1,21,1,"B","E","G",497.6,610.6,606.1,556.8,480,550.22,11
"97916","P",3,"M",1,1,19,2,"B","F","G",523.4,623.4,614.1,380.9,620,552.36,11
"97934","D",1,"M",1,1,36,1,"B","F","F",543.2,577.1,573.4,619.4,680,598.62,11
"97940","D",1,"M",1,1,23,1,"B","F","E",564.3,622.8,563.5,600.8,300,530.28,10
"97967","P",1,"F",1,1,16,3,"B","F","F",605.1,581.1,623.3,675.6,860,669.02,13
"97980","I",1,"M",1,1,16,3,"B","G","G",538.3,459.8,495.1,595.6,520,521.76,10
"98083","C",1,"F",1,1,17,3,"B","D","C",395.1,480.1,500.6,415.2,540,466.2,9
"98093","P",1,"F",1,1,18,1,"B","F","G",603.4,687.7,622.1,757.9,720,678.22,13
"98120","J",1,"F",1,1,30,1,"B","F","G",347,474,493.4,365.5,580,451.98,9
"98125","Q",3,"M",1,1,17,2,"B","F","G",446.1,528.7,509.6,669.7,660,562.82,11
"98146","C",1,"M",1,1,45,1,"B","C","D",549.1,599.8,560.4,498.5,600,561.56,11
"98147","G",1,"F",1,1,17,3,"B","E","E",434.2,433.9,501.2,515.8,700,517.02,10
"98151","L",1,"M",1,3,16,3,"B","F","G",494.8,494,452.4,608,280,465.84,9
"98164","D",1,"F",1,1,17,3,"B","E","E",464.6,461.4,555.5,540.8,340,472.46,9
"98176","E",1,"M",2,1,40,1,"B","C","E",569.8,631.4,563.5,654.5,600,603.84,12
"98183","J",2,"M",0,1,17,2,"B","G","G",460.3,482.5,520.2,528.5,620,522.3,10
"98187","O",2,"F",1,1,17,2,"B","G","F",540.3,588.3,570,644.2,800,628.56,12
"98193","D",1,"F",1,3,20,1,"B","B","A",510.5,570.5,604.7,459.4,600,549.02,10
"98213","Q",1,"F",1,1,16,3,"B","G","F",590.7,560.1,584.5,668.8,580,596.82,11
"98247","O",1,"M",1,1,22,1,"B","G","F",635.1,618.7,640.8,660.2,520,614.96,12
"98266","B",1,"F",1,3,48,1,"B","E","D",424.7,507.7,469.6,467,340,441.8,8
"98274","O",1,"M",1,1,20,1,"B","F","G",606.9,641.6,612.6,707.1,680,649.64,12
"98360","Q",1,"F",1,1,16,3,"B","G","F",502,574.6,546.2,593.3,600,563.22,11
"98365","E",2,"M",1,1,18,2,"B","B","C",594.5,586.5,575.3,610.2,500,573.3,11
"98370","D",1,"F",1,3,23,1,"B","G","G",515.7,605,565,597.3,600,576.6,11
"98376","C",1,"M",2,3,29,1,"B","D","D",520.7,576.9,477.2,569.5,540,536.86,10
"98377","E",1,"M",1,1,20,1,"B","C","E",526.7,435.8,534.5,562.8,600,531.96,10
"98379","K",1,"M",1,1,16,4,"B","F","G",362.7,406.2,485.6,390.3,400,408.96,8
"98414","Q",1,"F",1,1,17,3,"B","F","G",474.2,560.5,594.7,596,580,561.08,11
"98430","B",1,"M",1,2,30,1,"A","H","B",362.7,457.7,471.5,379.6,260,386.3,7
"98431","D",1,"F",1,1,24,1,"B","G","G",434.2,567.4,569,618.7,580,553.86,11
"98442","C",1,"M",1,1,28,1,"B","E","E",354.7,480.8,542.1,605.1,600,516.54,10
"98443","G",1,"M",0,1,29,1,"B","E","F",539.1,668.2,662.1,671.8,560,620.24,12
"98462","C",1,"M",1,3,43,1,"B","B","C",453.9,506.8,535,547.2,0,408.58,8
"98479","F",1,"F",1,3,20,1,"B","F","E",542.6,587.6,551.2,644.7,840,633.22,12
"98486","E",1,"F",1,1,22,1,"B","G","F",432.4,544.5,565.2,429.6,560,506.34,10
"98493","C",1,"F",1,1,20,1,"B","D","D",431.9,523.5,543.4,401.9,560,492.14,9
"98532","G",2,"M",1,1,20,2,"B","F","E",557.4,575.8,596.9,632.9,480,568.6,11
"98535","J",2,"M",1,1,18,2,"B","C","B",549.5,546.8,585.9,677.7,620,595.98,11
"98541","F",2,"F",1,1,18,2,"B","B","B",428,507.6,498.7,523.7,640,519.6,10
"98549","C",2,"F",2,1,27,2,"B","C","B",482.3,525.4,527.1,409.2,580,504.8,10
"98553","H",1,"F",1,1,16,3,"B","F","G",548.6,602.2,596.4,607.8,600,591,11
"98569","I",1,"M",1,1,18,3,"B","E","F",519.9,536.6,542.4,578.8,500,535.54,10
"98582","F",1,"M",1,1,24,1,"B","B","B",525.3,639.2,621.3,693.5,580,611.86,12
"98601","H",1,"F",1,1,33,1,"B","E","G",575,606.7,611.1,685.1,540,603.58,12
"98604","F",1,"F",1,3,21,1,"B","E","E",579.8,575.9,587.4,700.2,640,616.66,12
"98607","E",1,"M",2,1,24,1,"A","B","D",642.6,576.1,607.8,718.4,560,620.98,12
"98626","E",1,"F",1,3,22,1,"A","B","B",438.3,471.7,493,442,520,473,9
"98630","F",1,"F",1,1,16,3,"B","E","F",440.1,540.3,571.3,647.9,0,439.92,8
"98636","H",1,"M",1,1,19,1,"B","E","F",548.3,516.1,551.3,652.9,420,537.72,10
"98643","Q",3,"F",1,1,17,2,"B","F","F",584,646.3,614.1,735,820,679.88,13
"98687","D",1,"F",1,3,23,1,"A","B","B",513.8,475.9,548.6,585.6,560,536.78,10
"98694","F",1,"F",1,1,26,1,"B","C","D",536.8,566.9,578,526.8,560,553.7,11
"98703","B",1,"M",0,1,26,1,"B","B","B",545.2,592.7,596,511.7,700,589.12,11
"98718","I",1,"M",1,1,17,3,"B","G","E",651.6,651.4,618.1,824,940,737.02,14
"98741","D",1,"F",1,1,20,1,"B","E","E",560.6,527,541.5,579.4,600,561.7,11
"98758","C",1,"F",1,1,35,1,"B","C","D",512.1,649,532.7,517.1,520,546.18,10
"98763","N",2,"F",1,1,17,2,"B","F","F",402.8,538.7,580.7,428.5,660,522.14,10
"98767","N",1,"M",1,1,21,1,"B","G","F",524.7,554.9,494.4,583.2,740,579.44,11
"98785","Q",1,"M",1,1,19,1,"B","G","F",643.5,594.2,591.9,671.8,760,652.28,13
"98786","D",1,"M",1,1,23,1,"B","F","D",572.6,593.4,532.6,634.7,600,586.66,11
"98787","I",1,"F",1,1,15,3,"B","G","G",444.7,492.8,567,619.6,0,424.82,8
"98796","C",1,"F",1,2,22,1,"B","B","B",465.1,444.2,464.8,451,600,485.02,9
"98811","G",1,"M",1,1,26,1,"B","F","F",592,624.3,617.7,792.3,700,665.26,13
"98815","C",2,"M",1,3,19,2,"B","E","C",426.2,516.9,512.1,523.2,240,443.68,8
"98824","D",1,"F",1,1,46,1,"B","E","D",488.3,484.6,509.2,438.1,540,492.04,9
"98829","D",1,"F",1,2,32,1,"B","C","D",435.9,505.3,445.9,407.9,620,483,9
"98831","I",1,"M",1,1,20,1,"B","E","G",633,634.8,583.2,788.8,840,695.96,13
"98833","B",1,"F",1,2,32,1,"A","B","E",473,565.3,584.4,450.7,580,530.68,10
"98835","E",1,"F",1,2,31,1,"B","E","E",566.8,612.9,568,595,500,568.54,11
"98839","C",1,"M",1,3,31,1,"B","B","C",600.4,623.5,620.8,737.9,820,680.52,13
"98850","B",2,"M",1,1,17,2,"A","E","F",503.5,533.1,495.6,453.6,580,513.16,10
"98859","M",1,"F",1,3,18,1,"B","G","E",657.4,656.4,661,737.2,960,734.4,14
"98863","H",1,"F",0,1,15,3,"B","E","G",474,567.3,547,619.6,580,557.58,11
"98888","E",1,"F",1,1,17,3,"A","B","D",434.3,568.2,554.3,548.6,620,545.08,10
"98895","L",2,"F",1,1,19,2,"B","F","E",537.4,493.9,554,698.7,680,592.8,11
"98898","G",1,"M",1,1,34,1,"B","E","E",544.6,553.8,560.1,407.7,560,525.24,10
"98924","E",1,"M",1,1,23,1,"B","E","E",537.9,548.4,535.3,625.3,600,569.38,11
"98931","G",1,"M",1,1,17,3,"B","E","E",540.7,523.7,569.1,543.6,620,559.42,11
"98941","H",1,"M",2,1,37,1,"B","G","F",566,646.9,613.7,759.2,580,633.16,12
"98959","D",1,"F",2,1,39,1,"B","C","C",439.5,467,476.7,476,560,483.84,9
"98966","I",1,"F",1,1,16,3,"B","G","G",538.1,599.5,578,663.3,740,623.78,12
"98981","C",1,"F",1,1,19,1,"B","H","H",491.8,469.1,463.5,423,520,473.48,9
"98982","D",3,"M",1,1,18,2,"B","E","G",573.7,592.3,577.6,691.9,600,607.1,12
"98998","G",1,"M",1,1,16,3,"B","D","H",528.6,406.6,548.1,654.8,560,539.62,10
"99012","O",1,"M",1,1,16,3,"B","F","F",522.2,546.4,478.1,694.2,560,560.18,11
